modelo,R²_train,R²_test,RMSE_USD,MAE_USD,MAPE,alpha
OLS,0.9065756443929642,0.8757935359512872,203.1448597901681,107.10826386496655,17.362277996965844,0.0
Ridge,0.9055096649363066,0.8685853393532517,198.45672155537076,106.13559511043394,17.449047932882035,7.9060432109076855
