query_id,tipo,descripcion,fase,plan,n_rows,n_runs,min_ms,max_ms,media_ms,mediana_ms,stdev_ms,rows_returned
Q1_filtro_categorico,WHERE =,Filtro categórico exacto sobre ddr_type,PRE-INDICE,SCAN ram_products,229,100,1.1310000118101016,43.97869999229442,2.5606890000926796,1.982100002351217,4.382574441516768,
Q2_filtro_numerico,WHERE >=,Filtro numérico con operador de rango,PRE-INDICE,SCAN ram_products,228,100,1.0204999998677522,2.8959999908693135,1.2635779990523588,1.131349999923259,0.32069024682946806,
Q3_topN_ordenado,ORDER BY LIMIT,Top 10 productos más caros (ordenamiento),PRE-INDICE,SCAN ram_products | USE TEMP B-TREE FOR ORDER BY,10,100,0.19279999833088368,0.5032000044593588,0.22816300042904913,0.2086000022245571,0.0569101649141646,
Q4_agregacion_groupby,GROUP BY + AVG,Agregación por marca con conteo y promedio,PRE-INDICE,SCAN ram_products | USE TEMP B-TREE FOR GROUP BY,6,100,0.22450000687967986,0.9404000011272728,0.31408500086399727,0.25430000096093863,0.11454151035079489,
Q5_compuesto,WHERE AND,Filtro compuesto AND sobre dos columnas,PRE-INDICE,SCAN ram_products,105,100,0.4896000027656555,0.9771000040927902,0.5740640009753406,0.5283499922370538,0.11473936866190106,
